§§§+------------+---------------+-------------------+------+
| first_name |   last_name   |       name        | year |
| Dave       | Henderson     | Oakland Athletics | 1993 |
| Rickey     | Henderson     | Oakland Athletics | 1993 |
| Shawn      | Hillegas      | Oakland Athletics | 1993 |
| Rick       | Honeycutt     | Oakland Athletics | 1993 |
| Vince      | Horsman       | Oakland Athletics | 1993 |
| Miguel     | Jimenez       | Oakland Athletics | 1993 |
| Steve      | Karsay        | Oakland Athletics | 1993 |
| Scott      | Lydy          | Oakland Athletics | 1993 |
| Mark       | McGwire       | Oakland Athletics | 1993 |
| Henry      | Mercedes      | Oakland Athletics | 1993 |
| Mike       | Mohler        | Oakland Athletics | 1993 |
| Troy       | Neel          | Oakland Athletics | 1993 |
| Ed         | Nunez         | Oakland Athletics | 1993 |
| Craig      | Paquette      | Oakland Athletics | 1993 |
| Kevin      | Seitzer       | Oakland Athletics | 1993 |
| Ruben      | Sierra        | Oakland Athletics | 1993 |
| Joe        | Slusarski     | Oakland Athletics | 1993 |
| Roger      | Smithberg     | Oakland Athletics | 1993 |
| Terry      | Steinbach     | Oakland Athletics | 1993 |
| Dale       | Sveum         | Oakland Athletics | 1993 |
| Todd       | Van Poppel    | Oakland Athletics | 1993 |
| Bob        | Welch         | Oakland Athletics | 1993 |
| Bobby      | Witt          | Oakland Athletics | 1993 |
| Curt       | Young         | Oakland Athletics | 1993 |
| Mark       | Acre          | Oakland Athletics | 1994 |
| Mike       | Aldrete       | Oakland Athletics | 1994 |
| Geronimo   | Berroa        | Oakland Athletics | 1994 |
| Mike       | Bordick       | Oakland Athletics | 1994 |
| Jim        | Bowie         | Oakland Athletics | 1994 |
| John       | Briscoe       | Oakland Athletics | 1994 |
| Scott      | Brosius       | Oakland Athletics | 1994 |
| Mike       | Brumley       | Oakland Athletics | 1994 |
| Fausto     | Cruz          | Oakland Athletics | 1994 |
| Ron        | Darling       | Oakland Athletics | 1994 |
| Dennis     | Eckersley     | Oakland Athletics | 1994 |
| Eric       | Fox           | Oakland Athletics | 1994 |
| Brent      | Gates         | Oakland Athletics | 1994 |
| Eric       | Helfand       | Oakland Athletics | 1994 |
| Scott      | Hemond        | Oakland Athletics | 1994 |
| Rickey     | Henderson     | Oakland Athletics | 1994 |
| Vince      | Horsman       | Oakland Athletics | 1994 |
| Stan       | Javier        | Oakland Athletics | 1994 |
| Miguel     | Jimenez       | Oakland Athletics | 1994 |
| Steve      | Karsay        | Oakland Athletics | 1994 |
| Dave       | Leiper        | Oakland Athletics | 1994 |
| Francisco  | Matos         | Oakland Athletics | 1994 |
| Mark       | McGwire       | Oakland Athletics | 1994 |
| Mike       | Mohler        | Oakland Athletics | 1994 |
| Troy       | Neel          | Oakland Athletics | 1994 |
| Junior     | Noboa         | Oakland Athletics | 1994 |
| Ed         | Nunez         | Oakland Athletics | 1994 |
| Steve      | Ontiveros     | Oakland Athletics | 1994 |
| Craig      | Paquette      | Oakland Athletics | 1994 |
| Steve      | Phoenix       | Oakland Athletics | 1994 |
| Carlos     | Reyes         | Oakland Athletics | 1994 |
| Dave       | Righetti      | Oakland Athletics | 1994 |
| Steve      | Sax           | Oakland Athletics | 1994 |
| Jeff       | Schaefer      | Oakland Athletics | 1994 |
| Ruben      | Sierra        | Oakland Athletics | 1994 |
| Roger      | Smithberg     | Oakland Athletics | 1994 |
| Terry      | Steinbach     | Oakland Athletics | 1994 |
| Billy      | Taylor        | Oakland Athletics | 1994 |
| Todd       | Van Poppel    | Oakland Athletics | 1994 |
| Ed         | Vosberg       | Oakland Athletics | 1994 |
| Bob        | Welch         | Oakland Athletics | 1994 |
| Bobby      | Witt          | Oakland Athletics | 1994 |
| Ernie      | Young         | Oakland Athletics | 1994 |
| Mark       | Acre          | Oakland Athletics | 1995 |
| Mike       | Aldrete       | Oakland Athletics | 1995 |
| Scott      | Baker         | Oakland Athletics | 1995 |
| Geronimo   | Berroa        | Oakland Athletics | 1995 |
| Mike       | Bordick       | Oakland Athletics | 1995 |
| John       | Briscoe       | Oakland Athletics | 1995 |
| Scott      | Brosius       | Oakland Athletics | 1995 |
| Jim        | Corsi         | Oakland Athletics | 1995 |
| Fausto     | Cruz          | Oakland Athletics | 1995 |
| Ron        | Darling       | Oakland Athletics | 1995 |
| Dennis     | Eckersley     | Oakland Athletics | 1995 |
| Chris      | Eddy          | Oakland Athletics | 1995 |
| Ramon      | Fermin        | Oakland Athletics | 1995 |
| Mike       | Gallego       | Oakland Athletics | 1995 |
| Brent      | Gates         | Oakland Athletics | 1995 |
| Jason      | Giambi        | Oakland Athletics | 1995 |
| Mike       | Harkey        | Oakland Athletics | 1995 |
| Brian      | Harper        | Oakland Athletics | 1995 |
| Eric       | Helfand       | Oakland Athletics | 1995 |
| Rickey     | Henderson     | Oakland Athletics | 1995 |
| Jose       | Herrera       | Oakland Athletics | 1995 |
| Rick       | Honeycutt     | Oakland Athletics | 1995 |
| Stan       | Javier        | Oakland Athletics | 1995 |
| Doug       | Johns         | Oakland Athletics | 1995 |
| Dave       | Leiper        | Oakland Athletics | 1995 |
| Mark       | McGwire       | Oakland Athletics | 1995 |
| Mike       | Mohler        | Oakland Athletics | 1995 |
| Steve      | Ontiveros     | Oakland Athletics | 1995 |
| Craig      | Paquette      | Oakland Athletics | 1995 |
| Steve      | Phoenix       | Oakland Athletics | 1995 |
| Ariel      | Prieto        | Oakland Athletics | 1995 |
| Carlos     | Reyes         | Oakland Athletics | 1995 |
| Ruben      | Sierra        | Oakland Athletics | 1995 |
| Terry      | Steinbach     | Oakland Athletics | 1995 |
| Dave       | Stewart       | Oakland Athletics | 1995 |
| Todd       | Stottlemyre   | Oakland Athletics | 1995 |
| Danny      | Tartabull     | Oakland Athletics | 1995 |
| Andy       | Tomberlin     | Oakland Athletics | 1995 |
| Todd       | Van Poppel    | Oakland Athletics | 1995 |
| John       | Wasdin        | Oakland Athletics | 1995 |
| Don        | Wengert       | Oakland Athletics | 1995 |
| George     | Williams      | Oakland Athletics | 1995 |
| Steve      | Wojciechowski | Oakland Athletics | 1995 |
| Ernie      | Young         | Oakland Athletics | 1995 |
| Mark       | Acre          | Oakland Athletics | 1996 |
| Willie     | Adams         | Oakland Athletics | 1996 |
| Tony       | Batista       | Oakland Athletics | 1996 |
| Allen      | Battle        | Oakland Athletics | 1996 |
| Geronimo   | Berroa        | Oakland Athletics | 1996 |
| Mike       | Bordick       | Oakland Athletics | 1996 |
| Rafael     | Bournigal     | Oakland Athletics | 1996 |
| John       | Briscoe       | Oakland Athletics | 1996 |
| Scott      | Brosius       | Oakland Athletics | 1996 |
| Bobby      | Chouinard     | Oakland Athletics | 1996 |
| Jim        | Corsi         | Oakland Athletics | 1996 |
| Paul       | Fletcher      | Oakland Athletics | 1996 |
| Webster    | Garrison      | Oakland Athletics | 1996 |
| Brent      | Gates         | Oakland Athletics | 1996 |
| Jason      | Giambi        | Oakland Athletics | 1996 |
| Buddy      | Groom         | Oakland Athletics | 1996 |
| Jose       | Herrera       | Oakland Athletics | 1996 |
| Doug       | Johns         | Oakland Athletics | 1996 |
| Brian      | Lesher        | Oakland Athletics | 1996 |
| Torey      | Lovullo       | Oakland Athletics | 1996 |
| Damon      | Mashore       | Oakland Athletics | 1996 |
| Mark       | McGwire       | Oakland Athletics | 1996 |
| Mike       | Mohler        | Oakland Athletics | 1996 |
| Izzy       | Molina        | Oakland Athletics | 1996 |
| Steve      | Montgomery    | Oakland Athletics | 1996 |
| Kerwin     | Moore         | Oakland Athletics | 1996 |
| Pedro      | Munoz         | Oakland Athletics | 1996 |
| Phil       | Plantier      | Oakland Athletics | 1996 |
| Ariel      | Prieto        | Oakland Athletics | 1996 |
| Carlos     | Reyes         | Oakland Athletics | 1996 |
| Aaron      | Small         | Oakland Athletics | 1996 |
| Scott      | Spiezio       | Oakland Athletics | 1996 |
| Matt       | Stairs        | Oakland Athletics | 1996 |
| Terry      | Steinbach     | Oakland Athletics | 1996 |
| Billy      | Taylor        | Oakland Athletics | 1996 |
| Dave       | Telgheder     | Oakland Athletics | 1996 |
| Todd       | Van Poppel    | Oakland Athletics | 1996 |
| John       | Wasdin        | Oakland Athletics | 1996 |
| Don        | Wengert       | Oakland Athletics | 1996 |
| George     | Williams      | Oakland Athletics | 1996 |
| Jay        | Witasick      | Oakland Athletics | 1996 |
| Steve      | Wojciechowski | Oakland Athletics | 1996 |
| Ernie      | Young         | Oakland Athletics | 1996 |
| Mark       | Acre          | Oakland Athletics | 1997 |
| Willie     | Adams         | Oakland Athletics | 1997 |
| Tony       | Batista       | Oakland Athletics | 1997 |
| Mark       | Bellhorn      | Oakland Athletics | 1997 |
| Geronimo   | Berroa        | Oakland Athletics | 1997 |
| Rafael     | Bournigal     | Oakland Athletics | 1997 |
| Billy      | Brewer        | Oakland Athletics | 1997 |
| Tilson     | Brito         | Oakland Athletics | 1997 |
| Scott      | Brosius       | Oakland Athletics | 1997 |
| Jose       | Canseco       | Oakland Athletics | 1997 |
| Jason      | Giambi        | Oakland Athletics | 1997 |
| Ben        | Grieve        | Oakland Athletics | 1997 |
| Buddy      | Groom         | Oakland Athletics | 1997 |
| Gary       | Haught        | Oakland Athletics | 1997 |
| Jimmy      | Haynes        | Oakland Athletics | 1997 |
| Dane       | Johnson       | Oakland Athletics | 1997 |
| John       | Johnstone     | Oakland Athletics | 1997 |
| Steve      | Karsay        | Oakland Athletics | 1997 |
| Tim        | Kubinski      | Oakland Athletics | 1997 |
| Pat        | Lennon        | Oakland Athletics | 1997 |
| Brian      | Lesher        | Oakland Athletics | 1997 |
| Richie     | Lewis         | Oakland Athletics | 1997 |
| Andrew     | Lorraine      | Oakland Athletics | 1997 |
| Eric       | Ludwick       | Oakland Athletics | 1997 |
| Dave       | Magadan       | Oakland Athletics | 1997 |
| Damon      | Mashore       | Oakland Athletics | 1997 |
| T. J.      | Mathews       | Oakland Athletics | 1997 |
| Brent      | Mayne         | Oakland Athletics | 1997 |
| Jason      | McDonald      | Oakland Athletics | 1997 |
| Mark       | McGwire       | Oakland Athletics | 1997 |
| Mike       | Mohler        | Oakland Athletics | 1997 |
| Izzy       | Molina        | Oakland Athletics | 1997 |
| Steve      | Montgomery    | Oakland Athletics | 1997 |
| Mike       | Oquist        | Oakland Athletics | 1997 |
| Ariel      | Prieto        | Oakland Athletics | 1997 |
| Carlos     | Reyes         | Oakland Athletics | 1997 |
| Brad       | Rigby         | Oakland Athletics | 1997 |
| Scott      | Sheldon       | Oakland Athletics | 1997 |
| Aaron      | Small         | Oakland Athletics | 1997 |
| Scott      | Spiezio       | Oakland Athletics | 1997 |
| Matt       | Stairs        | Oakland Athletics | 1997 |
| Billy      | Taylor        | Oakland Athletics | 1997 |
| Miguel     | Tejada        | Oakland Athletics | 1997 |
| Dave       | Telgheder     | Oakland Athletics | 1997 |
| Don        | Wengert       | Oakland Athletics | 1997 |
| George     | Williams      | Oakland Athletics | 1997 |
| Jay        | Witasick      | Oakland Athletics | 1997 |
| Steve      | Wojciechowski | Oakland Athletics | 1997 |
| Ernie      | Young         | Oakland Athletics | 1997 |
| Kurt       | Abbott        | Oakland Athletics | 1998 |
| Mark       | Bellhorn      | Oakland Athletics | 1998 |
| Mike       | Blowers       | Oakland Athletics | 1998 |
| Rafael     | Bournigal     | Oakland Athletics | 1998 |
| Tom        | Candiotti     | Oakland Athletics | 1998 |
| Eric       | Chavez        | Oakland Athletics | 1998 |
| Ryan       | Christenson   | Oakland Athletics | 1998 |
| Steve      | Connelly      | Oakland Athletics | 1998 |
| Jim        | Dougherty     | Oakland Athletics | 1998 |
| Mike       | Fetters       | Oakland Athletics | 1998 |
| Jason      | Giambi        | Oakland Athletics | 1998 |
| Ben        | Grieve        | Oakland Athletics | 1998 |
| Buddy      | Groom         | Oakland Athletics | 1998 |
| Jimmy      | Haynes        | Oakland Athletics | 1998 |
| Rickey     | Henderson     | Oakland Athletics | 1998 |
| Gil        | Heredia       | Oakland Athletics | 1998 |
| A. J.      | Hinch         | Oakland Athletics | 1998 |
| Mark       | Holzemer      | Oakland Athletics | 1998 |
| Brian      | Lesher        | Oakland Athletics | 1998 |
| Mike       | Macfarlane    | Oakland Athletics | 1998 |
| Shane      | Mack          | Oakland Athletics | 1998 |
| Dave       | Magadan       | Oakland Athletics | 1998 |
| T. J.      | Mathews       | Oakland Athletics | 1998 |
| Jason      | McDonald      | Oakland Athletics | 1998 |
| Kevin      | Mitchell      | Oakland Athletics | 1998 |
| Mike       | Mohler        | Oakland Athletics | 1998 |
| Izzy       | Molina        | Oakland Athletics | 1998 |
| Mike       | Neill         | Oakland Athletics | 1998 |
| Mike       | Oquist        | Oakland Athletics | 1998 |
| Ariel      | Prieto        | Oakland Athletics | 1998 |
| Bip        | Roberts       | Oakland Athletics | 1998 |
| Kenny      | Rogers        | Oakland Athletics | 1998 |
| Aaron      | Small         | Oakland Athletics | 1998 |
| Scott      | Spiezio       | Oakland Athletics | 1998 |
| Ed         | Sprague       | Oakland Athletics | 1998 |
| Matt       | Stairs        | Oakland Athletics | 1998 |
| Blake      | Stein         | Oakland Athletics | 1998 |
| Billy      | Taylor        | Oakland Athletics | 1998 |
| Miguel     | Tejada        | Oakland Athletics | 1998 |
| Dave       | Telgheder     | Oakland Athletics | 1998 |
| Jorge      | Velandia      | Oakland Athletics | 1998 |
| Jack       | Voigt         | Oakland Athletics | 1998 |
| Jay        | Witasick      | Oakland Athletics | 1998 |
| Jason      | Wood          | Oakland Athletics | 1998 |
| Tim        | Worrell       | Oakland Athletics | 1998 |
| Kevin      | Appier        | Oakland Athletics | 1999 |
| Rich       | Becker        | Oakland Athletics | 1999 |
| Tom        | Candiotti     | Oakland Athletics | 1999 |
| Eric       | Chavez        | Oakland Athletics | 1999 |
| Ryan       | Christenson   | Oakland Athletics | 1999 |
| Jason      | Giambi        | Oakland Athletics | 1999 |
| Ben        | Grieve        | Oakland Athletics | 1999 |
| Buddy      | Groom         | Oakland Athletics | 1999 |
| Chad       | Harville      | Oakland Athletics | 1999 |
| Jimmy      | Haynes        | Oakland Athletics | 1999 |
| Gil        | Heredia       | Oakland Athletics | 1999 |
| Ramon      | Hernandez     | Oakland Athletics | 1999 |
| A. J.      | Hinch         | Oakland Athletics | 1999 |
| Tim        | Hudson        | Oakland Athletics | 1999 |
| Jason      | Isringhausen  | Oakland Athletics | 1999 |
| John       | Jaha          | Oakland Athletics | 1999 |
| Kevin      | Jarvis        | Oakland Athletics | 1999 |
| Doug       | Jones         | Oakland Athletics | 1999 |
| Tim        | Kubinski      | Oakland Athletics | 1999 |
| Brett      | Laxton        | Oakland Athletics | 1999 |
| Mike       | Macfarlane    | Oakland Athletics | 1999 |
| Ron        | Mahay         | Oakland Athletics | 1999 |
| T. J.      | Mathews       | Oakland Athletics | 1999 |
| Jason      | McDonald      | Oakland Athletics | 1999 |
| Greg       | McMichael     | Oakland Athletics | 1999 |
| Frank      | Menechino     | Oakland Athletics | 1999 |
| Omar       | Olivares      | Oakland Athletics | 1999 |
| Mike       | Oquist        | Oakland Athletics | 1999 |
| Tony       | Phillips      | Oakland Athletics | 1999 |
| Tim        | Raines        | Oakland Athletics | 1999 |
| Brad       | Rigby         | Oakland Athletics | 1999 |
| Kenny      | Rogers        | Oakland Athletics | 1999 |
| Olmedo     | Saenz         | Oakland Athletics | 1999 |
| Scott      | Spiezio       | Oakland Athletics | 1999 |
| Matt       | Stairs        | Oakland Athletics | 1999 |
| Blake      | Stein         | Oakland Athletics | 1999 |
| Billy      | Taylor        | Oakland Athletics | 1999 |
| Miguel     | Tejada        | Oakland Athletics | 1999 |
| Jorge      | Velandia      | Oakland Athletics | 1999 |
| Randy      | Velarde       | Oakland Athletics | 1999 |
| Luis       | Vizcaino      | Oakland Athletics | 1999 |
| Tim        | Worrell       | Oakland Athletics | 1999 |
| Kevin      | Appier        | Oakland Athletics | 2000 |
| Rich       | Becker        | Oakland Athletics | 2000 |
| Todd       | Belitz        | Oakland Athletics | 2000 |
| Mark       | Bellhorn      | Oakland Athletics | 2000 |
| Eric       | Byrnes        | Oakland Athletics | 2000 |
| Eric       | Chavez        | Oakland Athletics | 2000 |
| Ryan       | Christenson   | Oakland Athletics | 2000 |
| Sal        | Fasano        | Oakland Athletics | 2000 |
| Jason      | Giambi        | Oakland Athletics | 2000 |
| Jeremy     | Giambi        | Oakland Athletics | 2000 |
| Ben        | Grieve        | Oakland Athletics | 2000 |
| Gil        | Heredia       | Oakland Athletics | 2000 |
| Ramon      | Hernandez     | Oakland Athletics | 2000 |
| A. J.      | Hinch         | Oakland Athletics | 2000 |
| Tim        | Hudson        | Oakland Athletics | 2000 |
| Jason      | Isringhausen  | Oakland Athletics | 2000 |
| John       | Jaha          | Oakland Athletics | 2000 |
| Doug       | Jones         | Oakland Athletics | 2000 |
| Marcus     | Jones         | Oakland Athletics | 2000 |
| Terrence   | Long          | Oakland Athletics | 2000 |
| Mike       | Magnante      | Oakland Athletics | 2000 |
| Ron        | Mahay         | Oakland Athletics | 2000 |
| T. J.      | Mathews       | Oakland Athletics | 2000 |
| Jim        | Mecir         | Oakland Athletics | 2000 |
| Frank      | Menechino     | Oakland Athletics | 2000 |
| Mark       | Mulder        | Oakland Athletics | 2000 |
| Omar       | Olivares      | Oakland Athletics | 2000 |
| Jose       | Ortiz         | Oakland Athletics | 2000 |
| Adam       | Piatt         | Oakland Athletics | 2000 |
| Bo         | Porter        | Oakland Athletics | 2000 |
| Ariel      | Prieto        | Oakland Athletics | 2000 |
| Jon        | Ratliff       | Oakland Athletics | 2000 |
| Olmedo     | Saenz         | Oakland Athletics | 2000 |
| Rich       | Sauveur       | Oakland Athletics | 2000 |
| Scott      | Service       | Oakland Athletics | 2000 |
| Matt       | Stairs        | Oakland Athletics | 2000 |
| Mike       | Stanley       | Oakland Athletics | 2000 |
| Jeff       | Tam           | Oakland Athletics | 2000 |
| Miguel     | Tejada        | Oakland Athletics | 2000 |
| Mario      | Valdez        | Oakland Athletics | 2000 |
| Jorge      | Velandia      | Oakland Athletics | 2000 |
| Randy      | Velarde       | Oakland Athletics | 2000 |
| Luis       | Vizcaino      | Oakland Athletics | 2000 |
| Barry      | Zito          | Oakland Athletics | 2000 |
| Andy       | Abad          | Oakland Athletics | 2001 |
| Mark       | Bellhorn      | Oakland Athletics | 2001 |
| Chad       | Bradford      | Oakland Athletics | 2001 |
| Eric       | Byrnes        | Oakland Athletics | 2001 |
| Eric       | Chavez        | Oakland Athletics | 2001 |
| Ryan       | Christenson   | Oakland Athletics | 2001 |
| Johnny     | Damon         | Oakland Athletics | 2001 |
| Jermaine   | Dye           | Oakland Athletics | 2001 |
| Sal        | Fasano        | Oakland Athletics | 2001 |
| Mike       | Fyhrie        | Oakland Athletics | 2001 |
| Ron        | Gant          | Oakland Athletics | 2001 |
| Jason      | Giambi        | Oakland Athletics | 2001 |
| Jeremy     | Giambi        | Oakland Athletics | 2001 |
| Mark       | Guthrie       | Oakland Athletics | 2001 |
| Chad       | Harville      | Oakland Athletics | 2001 |
| Gil        | Heredia       | Oakland Athletics | 2001 |
| Ramon      | Hernandez     | Oakland Athletics | 2001 |
| Erik       | Hiljus        | Oakland Athletics | 2001 |
| Tim        | Hudson        | Oakland Athletics | 2001 |
| Jason      | Isringhausen  | Oakland Athletics | 2001 |
| John       | Jaha          | Oakland Athletics | 2001 |
| Robin      | Jennings      | Oakland Athletics | 2001 |
| Cory       | Lidle         | Oakland Athletics | 2001 |
| Terrence   | Long          | Oakland Athletics | 2001 |
| Mike       | Magnante      | Oakland Athletics | 2001 |
| T. J.      | Mathews       | Oakland Athletics | 2001 |
| Billy      | McMillon      | Oakland Athletics | 2001 |
| Jim        | Mecir         | Oakland Athletics | 2001 |
| Frank      | Menechino     | Oakland Athletics | 2001 |
| Mark       | Mulder        | Oakland Athletics | 2001 |
| Greg       | Myers         | Oakland Athletics | 2001 |
| Jose       | Ortiz         | Oakland Athletics | 2001 |
| Adam       | Piatt         | Oakland Athletics | 2001 |
| Rob        | Ryan          | Oakland Athletics | 2001 |
| Olmedo     | Saenz         | Oakland Athletics | 2001 |
| F. P.      | Santangelo    | Oakland Athletics | 2001 |
| Jeff       | Tam           | Oakland Athletics | 2001 |
| Miguel     | Tejada        | Oakland Athletics | 2001 |
| Mario      | Valdez        | Oakland Athletics | 2001 |
| Luis       | Vizcaino      | Oakland Athletics | 2001 |
| Tom        | Wilson        | Oakland Athletics | 2001 |
| Barry      | Zito          | Oakland Athletics | 2001 |
+------------+---------------+-------------------+------+
